CLIENT_ID,AGE,INCOME,REGION,PRODUCT_TYPE,CREDIT_SCORE,PREDICTED_REVENUE,RISK_CATEGORY,SCENARIO_FACTOR,NOTE
C2497,39,60340,Brno,Personal Loan,561,8286,High Risk,1,
C2498,56,113711,Ostrava,Credit Card,768,4020,Low Risk,1,
C2499,55,96890,Pilsen,Mortgage,613,1358,Medium Risk,1,
C2500,35,74854,Prague,Personal Loan,504,6906,High Risk,1,
C2501,22,46437,Brno,Credit Card,616,6189,Medium Risk,1.1,
C2502,21,48083,Ostrava,Mortgage,770,3491,Low Risk,0.9,
C2503,51,102025,Pilsen,Personal Loan,762,9448,Low Risk,0.9,
C2504,46,64894,Prague,Credit Card,790,5702,Low Risk,1.1,
C2505,47,61415,Brno,Mortgage,523,2517,High Risk,0.9,
C2506,24,37675,Ostrava,Personal Loan,845,6790,Low Risk,0.9,
C2507,30,65628,Pilsen,Credit Card,561,9930,High Risk,1.1,
C2508,39,80944,Prague,Mortgage,794,9055,Low Risk,1.1,
C2509,55,117898,Brno,Personal Loan,758,8415,Low Risk,1.1,
C2510,68,97120,Ostrava,Credit Card,845,6113,Low Risk,1,
C2511,46,81531,Pilsen,Mortgage,815,3388,Low Risk,1.1,
C2512,66,104864,Prague,Personal Loan,694,9651,Medium Risk,0.9,
C2513,20,30712,Brno,Credit Card,739,9608,Medium Risk,1.1,
C2514,50,54843,Ostrava,Mortgage,673,6104,Medium Risk,1,
C2515,33,78314,Pilsen,Personal Loan,540,3224,High Risk,1.1,
C2516,30,66532,Prague,Credit Card,668,3375,Medium Risk,1.1,
C2517,38,71637,Brno,Mortgage,620,3976,Medium Risk,1,
C2518,23,47539,Ostrava,Personal Loan,669,4906,Medium Risk,0.9,
C2519,50,78099,Pilsen,Credit Card,736,9714,Medium Risk,0.9,
C2520,68,77470,Prague,Mortgage,720,1292,Medium Risk,0.9,
C2521,27,46499,Brno,Personal Loan,823,1506,Low Risk,0.9,
C2522,31,70005,Ostrava,Credit Card,614,2310,Medium Risk,0.9,
C2523,27,49201,Pilsen,Mortgage,702,6398,Medium Risk,1,
C2524,36,60982,Prague,Personal Loan,680,8923,Medium Risk,1,
C2525,35,60945,Brno,Credit Card,520,1507,High Risk,0.9,
C2526,31,79017,Ostrava,Mortgage,732,2179,Medium Risk,1.1,
C2527,36,62521,Pilsen,Personal Loan,650,2844,Medium Risk,1.1,
C2528,52,104592,Prague,Credit Card,805,4901,Low Risk,1,
C2529,63,78281,Brno,Mortgage,729,3021,Medium Risk,0.9,
C2530,40,76232,Ostrava,Personal Loan,734,9687,Medium Risk,1,
C2531,45,64544,Pilsen,Credit Card,696,6022,Medium Risk,0.9,
C2532,37,77154,Prague,Mortgage,568,7925,High Risk,1,
C2533,48,87263,Brno,Personal Loan,844,9583,Low Risk,1.1,
C2534,25,33927,Ostrava,Credit Card,711,3240,Medium Risk,1,
C2535,39,78765,Pilsen,Mortgage,528,1854,High Risk,1.1,
C2536,51,117484,Prague,Personal Loan,843,1362,Low Risk,1,
C2537,62,76978,Brno,Credit Card,703,2195,Medium Risk,1.1,
C2538,60,77784,Ostrava,Mortgage,515,6615,High Risk,1,
C2539,58,113215,Pilsen,Personal Loan,768,7460,Low Risk,0.9,
C2540,32,82067,Prague,Credit Card,817,1503,Low Risk,1,
C2541,48,67015,Brno,Mortgage,782,9453,Low Risk,1,
C2542,41,73954,Ostrava,Personal Loan,507,7026,High Risk,0.9,
C2543,48,79716,Pilsen,Credit Card,781,7671,Low Risk,0.9,
C2544,58,103949,Prague,Mortgage,714,3444,Medium Risk,1,
C2545,53,111154,Brno,Personal Loan,646,8538,Medium Risk,1,
C2546,36,78138,Ostrava,Credit Card,626,5772,Medium Risk,1,
C2547,23,32436,Pilsen,Mortgage,650,6462,Medium Risk,1,
C2548,46,63425,Prague,Personal Loan,616,9527,Medium Risk,1,
C2549,21,45273,Brno,Credit Card,757,7139,Low Risk,1,
C2550,25,30245,Ostrava,Mortgage,547,3256,High Risk,0.9,
C2551,37,81733,Pilsen,Personal Loan,708,3952,Medium Risk,1.1,
C2552,69,102151,Prague,Credit Card,811,3647,Low Risk,1.1,
C2553,37,57789,Brno,Mortgage,659,2355,Medium Risk,1.1,
C2554,37,85421,Ostrava,Personal Loan,517,6887,High Risk,1,
C2555,59,103290,Pilsen,Credit Card,747,6310,Medium Risk,0.9,
C2556,41,59207,Prague,Mortgage,658,4765,Medium Risk,1.1,
C2557,36,51788,Brno,Personal Loan,538,3846,High Risk,1,
C2558,36,64817,Ostrava,Credit Card,566,2694,High Risk,0.9,
C2559,59,78664,Pilsen,Mortgage,513,7291,High Risk,1,
C2560,51,110236,Prague,Personal Loan,683,6480,Medium Risk,0.9,
C2561,50,80010,Brno,Credit Card,795,4702,Low Risk,0.9,
C2562,24,31282,Ostrava,Mortgage,648,6886,Medium Risk,0.9,
C2563,36,69164,Pilsen,Personal Loan,638,8453,Medium Risk,1,
C2564,25,31101,Prague,Credit Card,659,1713,Medium Risk,0.9,
C2565,44,59538,Brno,Mortgage,839,5650,Low Risk,0.9,
C2566,29,41625,Ostrava,Personal Loan,738,6607,Medium Risk,1,
C2567,49,89729,Pilsen,Credit Card,662,9558,Medium Risk,1,
C2568,69,115171,Prague,Mortgage,771,2936,Low Risk,1.1,
C2569,54,105425,Brno,Personal Loan,677,6806,Medium Risk,1,
C2570,21,48841,Ostrava,Credit Card,797,6740,Low Risk,1,
C2571,52,105417,Pilsen,Mortgage,695,5193,Medium Risk,0.9,
C2572,20,48416,Prague,Personal Loan,839,6788,Low Risk,1.1,
C2573,26,43237,Brno,Credit Card,526,6890,High Risk,1,
C2574,22,44131,Ostrava,Mortgage,547,9095,High Risk,1,
C2575,34,84868,Pilsen,Personal Loan,687,1400,Medium Risk,1.1,
C2576,60,95070,Prague,Credit Card,562,7622,High Risk,0.9,
C2577,31,78902,Brno,Mortgage,741,7274,Medium Risk,1.1,
C2578,63,100245,Ostrava,Personal Loan,561,8343,High Risk,1.1,
C2579,23,35215,Pilsen,Credit Card,503,3239,High Risk,1,
C2580,58,87580,Prague,Mortgage,564,2195,High Risk,1,
C2581,51,94827,Brno,Personal Loan,829,9749,Low Risk,0.9,
C2582,30,51968,Ostrava,Credit Card,688,3740,Medium Risk,1.1,
C2583,35,73451,Pilsen,Mortgage,743,2097,Medium Risk,0.9,
C2584,41,67646,Prague,Personal Loan,605,8930,Medium Risk,0.9,
C2585,37,66563,Brno,Credit Card,809,5277,Low Risk,1,
C2586,40,56064,Ostrava,Mortgage,599,4890,High Risk,1,
C2587,67,81300,Pilsen,Personal Loan,514,3224,High Risk,1.1,
C2588,67,79624,Prague,Credit Card,738,4054,Medium Risk,1.1,
C2589,33,62349,Brno,Mortgage,799,7384,Low Risk,0.9,
C2590,62,93183,Ostrava,Personal Loan,623,8860,Medium Risk,0.9,
C2591,56,110844,Pilsen,Credit Card,730,5028,Medium Risk,0.9,
C2592,45,62818,Prague,Mortgage,849,3991,Low Risk,0.9,
C2593,36,66141,Brno,Personal Loan,804,9360,Low Risk,1.1,
C2594,45,71913,Ostrava,Credit Card,708,3139,Medium Risk,0.9,
C2595,32,63606,Pilsen,Mortgage,732,3704,Medium Risk,1.1,
C2596,42,53180,Prague,Personal Loan,539,1832,High Risk,1,
C2597,70,98404,Brno,Credit Card,531,4959,High Risk,0.9,
C2598,21,30665,Ostrava,Mortgage,740,3169,Medium Risk,0.9,
C2599,65,99961,Pilsen,Personal Loan,770,6990,Low Risk,1.1,
C2600,70,79044,Prague,Credit Card,693,5189,Medium Risk,1.1,
C2601,29,43556,Brno,Mortgage,506,5161,High Risk,1,
C2602,42,65797,Ostrava,Personal Loan,657,9553,Medium Risk,1,
C2603,59,86578,Pilsen,Credit Card,803,6695,Low Risk,0.9,
C2604,65,99479,Prague,Mortgage,806,3688,Low Risk,1.1,
C2605,51,115227,Brno,Personal Loan,551,9445,High Risk,1.1,
C2606,26,35064,Ostrava,Credit Card,704,1384,Medium Risk,1.1,
C2607,61,114944,Pilsen,Mortgage,831,1065,Low Risk,0.9,
C2608,36,56511,Prague,Personal Loan,644,3285,Medium Risk,1,
C2609,63,77824,Brno,Credit Card,638,5230,Medium Risk,1.1,
C2610,32,77831,Ostrava,Mortgage,786,2942,Low Risk,0.9,
C2611,20,46663,Pilsen,Personal Loan,513,5578,High Risk,1,
C2612,58,81010,Prague,Credit Card,798,3151,Low Risk,1.1,
C2613,33,69132,Brno,Mortgage,576,6275,High Risk,0.9,
C2614,54,91747,Ostrava,Personal Loan,528,9220,High Risk,0.9,
C2615,54,110431,Pilsen,Credit Card,603,6796,Medium Risk,1,
C2616,69,116561,Prague,Mortgage,567,9300,High Risk,1.1,
C2617,21,40572,Brno,Personal Loan,663,5349,Medium Risk,0.9,
C2618,70,87501,Ostrava,Credit Card,554,6364,High Risk,0.9,
C2619,58,105553,Pilsen,Mortgage,795,2776,Low Risk,1,
C2620,46,70287,Prague,Personal Loan,565,7699,High Risk,1,
C2621,51,111662,Brno,Credit Card,622,4371,Medium Risk,1.1,
C2622,41,81916,Ostrava,Mortgage,689,8313,Medium Risk,1,
C2623,64,119275,Pilsen,Personal Loan,664,8802,Medium Risk,1.1,
C2624,20,34764,Prague,Credit Card,839,5752,Low Risk,1,
C2625,44,84240,Brno,Mortgage,589,5928,High Risk,1,
C2626,48,89441,Ostrava,Personal Loan,773,1790,Low Risk,0.9,
C2627,68,119205,Pilsen,Credit Card,503,3387,High Risk,1.1,
C2628,62,115549,Prague,Mortgage,751,6498,Low Risk,1,
C2629,26,35235,Brno,Personal Loan,710,1209,Medium Risk,0.9,
C2630,42,72210,Ostrava,Credit Card,641,3441,Medium Risk,0.9,
C2631,39,60142,Pilsen,Mortgage,566,6797,High Risk,1,
C2632,22,35462,Prague,Personal Loan,681,5007,Medium Risk,1.1,
C2633,63,107166,Brno,Credit Card,665,5623,Medium Risk,0.9,
C2634,36,77996,Ostrava,Mortgage,689,3010,Medium Risk,1,
C2635,64,100542,Pilsen,Personal Loan,625,8035,Medium Risk,1.1,
C2636,39,77200,Prague,Credit Card,724,4793,Medium Risk,1.1,
C2637,24,36228,Brno,Mortgage,687,8981,Medium Risk,0.9,
C2638,50,84201,Ostrava,Personal Loan,773,6246,Low Risk,0.9,
C2639,50,71951,Pilsen,Credit Card,730,3506,Medium Risk,1,
C2640,67,95366,Prague,Mortgage,723,7607,Medium Risk,1.1,
C2641,44,82905,Brno,Personal Loan,603,1059,Medium Risk,0.9,
C2642,31,68496,Ostrava,Credit Card,772,6131,Low Risk,1.1,
C2643,46,85418,Pilsen,Mortgage,847,8057,Low Risk,1,
C2644,28,45683,Prague,Personal Loan,587,1445,High Risk,1.1,
C2645,59,93912,Brno,Credit Card,605,7847,Medium Risk,0.9,
C2646,49,53987,Ostrava,Mortgage,845,1598,Low Risk,1.1,
C2647,64,81043,Pilsen,Personal Loan,671,1090,Medium Risk,1.1,
C2648,44,88032,Prague,Credit Card,743,1197,Medium Risk,1.1,
C2649,42,52512,Brno,Mortgage,623,4938,Medium Risk,1,
C2650,24,45932,Ostrava,Personal Loan,616,7429,Medium Risk,1,
C2651,27,30482,Pilsen,Credit Card,714,3813,Medium Risk,1.1,
C2652,40,69698,Prague,Mortgage,730,6441,Medium Risk,1,
C2653,35,78634,Brno,Personal Loan,834,6294,Low Risk,1,
C2654,42,65825,Ostrava,Credit Card,753,8835,Low Risk,0.9,
C2655,26,38551,Pilsen,Mortgage,656,8768,Medium Risk,1,
C2656,60,97104,Prague,Personal Loan,719,3399,Medium Risk,1,
C2657,38,82226,Brno,Credit Card,589,5135,High Risk,0.9,
C2658,26,44058,Ostrava,Mortgage,670,1557,Medium Risk,1,
C2659,56,111148,Pilsen,Personal Loan,606,9320,Medium Risk,1,
C2660,55,103793,Prague,Credit Card,832,2958,Low Risk,0.9,
C2661,64,83872,Brno,Mortgage,619,1131,Medium Risk,1.1,
C2662,59,102858,Ostrava,Personal Loan,693,5299,Medium Risk,1,
C2663,22,37857,Pilsen,Credit Card,747,5917,Medium Risk,1,
C2664,51,103417,Prague,Mortgage,559,6107,High Risk,1,
C2665,25,41370,Brno,Personal Loan,784,1038,Low Risk,1,
C2666,27,41046,Ostrava,Credit Card,839,2052,Low Risk,0.9,
C2667,49,72356,Pilsen,Mortgage,661,8669,Medium Risk,1.1,
C2668,61,75348,Prague,Personal Loan,688,7908,Medium Risk,1.1,
C2669,40,52950,Brno,Credit Card,572,3945,High Risk,1.1,
C2670,66,109168,Ostrava,Mortgage,656,3329,Medium Risk,1.1,
C2671,32,83836,Pilsen,Personal Loan,535,2517,High Risk,1.1,
C2672,38,62590,Prague,Credit Card,808,5333,Low Risk,1,
C2673,39,61046,Brno,Mortgage,695,1809,Medium Risk,1,
C2674,38,69582,Ostrava,Personal Loan,708,2751,Medium Risk,1.1,
C2675,28,37019,Pilsen,Credit Card,838,8853,Low Risk,0.9,
C2676,61,76295,Prague,Mortgage,633,8613,Medium Risk,1,
C2677,35,57346,Brno,Personal Loan,671,6128,Medium Risk,0.9,
C2678,36,79477,Ostrava,Credit Card,505,5548,High Risk,1.1,
C2679,65,93507,Pilsen,Mortgage,677,3185,Medium Risk,1,
C2680,65,85430,Prague,Personal Loan,692,5694,Medium Risk,1.1,
C2681,70,88575,Brno,Credit Card,504,8101,High Risk,1,
C2682,46,88334,Ostrava,Mortgage,736,9905,Medium Risk,1.1,
C2683,44,84182,Pilsen,Personal Loan,579,7212,High Risk,0.9,
C2684,61,91373,Prague,Credit Card,530,7364,High Risk,1,
C2685,60,92021,Brno,Mortgage,776,8692,Low Risk,1.1,
C2686,32,78497,Ostrava,Personal Loan,780,5852,Low Risk,1.1,
C2687,43,76275,Pilsen,Credit Card,569,1060,High Risk,1.1,
C2688,57,81685,Prague,Mortgage,530,6028,High Risk,1.1,
C2689,43,67484,Brno,Personal Loan,524,4642,High Risk,1.1,
C2690,65,77516,Ostrava,Credit Card,578,1088,High Risk,0.9,
C2691,59,76157,Pilsen,Mortgage,513,4621,High Risk,0.9,
C2692,56,112000,Prague,Personal Loan,716,4827,Medium Risk,1.1,
C2693,54,100725,Brno,Credit Card,761,9577,Low Risk,1.1,
C2694,23,39840,Ostrava,Mortgage,534,5044,High Risk,1,
C2695,61,106459,Pilsen,Personal Loan,583,3336,High Risk,0.9,
C2696,57,88860,Prague,Credit Card,745,3441,Medium Risk,1.1,
C2697,51,107297,Brno,Mortgage,724,8104,Medium Risk,1,
C2698,70,103322,Ostrava,Personal Loan,745,9532,Medium Risk,1,
C2699,42,62507,Pilsen,Credit Card,618,8274,Medium Risk,0.9,
C2700,54,95351,Prague,Mortgage,508,9254,High Risk,0.9,
C2701,57,77814,Brno,Personal Loan,745,4713,Medium Risk,1,
C2702,61,109700,Ostrava,Credit Card,755,9321,Low Risk,1.1,
C2703,33,53295,Pilsen,Mortgage,613,7245,Medium Risk,1.1,
C2704,21,32757,Prague,Personal Loan,613,3245,Medium Risk,0.9,
C2705,39,59650,Brno,Credit Card,826,2055,Low Risk,0.9,
C2706,45,65940,Ostrava,Mortgage,756,3793,Low Risk,1,
C2707,44,60568,Pilsen,Personal Loan,795,2773,Low Risk,1,
C2708,39,53216,Prague,Credit Card,744,9316,Medium Risk,1.1,
C2709,41,61083,Brno,Mortgage,714,8522,Medium Risk,1,
C2710,26,30642,Ostrava,Personal Loan,679,2336,Medium Risk,1.1,
C2711,63,102311,Pilsen,Credit Card,611,9264,Medium Risk,1.1,
C2712,36,69003,Prague,Mortgage,532,6885,High Risk,1,
C2713,52,89860,Brno,Personal Loan,546,5907,High Risk,1,
C2714,36,52588,Ostrava,Credit Card,501,4999,High Risk,0.9,
C2715,48,65870,Pilsen,Mortgage,567,4084,High Risk,1.1,
C2716,24,30523,Prague,Personal Loan,579,2761,High Risk,1,
C2717,35,87242,Brno,Credit Card,537,6418,High Risk,0.9,
C2718,20,49103,Ostrava,Mortgage,750,7921,Low Risk,1,
C2719,35,62368,Pilsen,Personal Loan,648,3388,Medium Risk,0.9,
C2720,25,41532,Prague,Credit Card,659,3741,Medium Risk,0.9,
C2721,39,77923,Brno,Mortgage,527,1880,High Risk,0.9,
C2722,62,117750,Ostrava,Personal Loan,799,1269,Low Risk,0.9,
C2723,31,62050,Pilsen,Credit Card,663,9340,Medium Risk,1,
C2724,43,56824,Prague,Mortgage,773,8030,Low Risk,1,
C2725,69,103501,Brno,Personal Loan,634,3547,Medium Risk,1,
C2726,68,83764,Ostrava,Credit Card,504,8817,High Risk,0.9,
C2727,67,119371,Pilsen,Mortgage,584,1133,High Risk,1.1,
C2728,53,93624,Prague,Personal Loan,779,2047,Low Risk,1,
C2729,59,111949,Brno,Credit Card,705,9492,Medium Risk,1,
C2730,49,79825,Ostrava,Mortgage,771,8932,Low Risk,0.9,
C2731,63,95160,Pilsen,Personal Loan,782,3727,Low Risk,1.1,
C2732,51,83976,Prague,Credit Card,806,5943,Low Risk,1,
C2733,36,71587,Brno,Mortgage,601,4620,Medium Risk,1,
C2734,55,119344,Ostrava,Personal Loan,737,9877,Medium Risk,1.1,
C2735,33,80457,Pilsen,Credit Card,536,2197,High Risk,1,
C2736,31,50896,Prague,Mortgage,566,2677,High Risk,1,
C2737,25,32076,Brno,Personal Loan,544,7996,High Risk,1.1,
C2738,48,62749,Ostrava,Credit Card,720,5186,Medium Risk,1.1,
C2739,70,118297,Pilsen,Mortgage,731,1688,Medium Risk,1.1,
C2740,68,101047,Prague,Personal Loan,504,1303,High Risk,1.1,
C2741,65,93598,Brno,Credit Card,721,4251,Medium Risk,0.9,
C2742,43,66855,Ostrava,Mortgage,575,4424,High Risk,1.1,
C2743,22,42549,Pilsen,Personal Loan,563,2803,High Risk,0.9,
C2744,63,79842,Prague,Credit Card,683,8794,Medium Risk,0.9,
C2745,66,117580,Brno,Mortgage,761,6271,Low Risk,0.9,
C2746,46,76906,Ostrava,Personal Loan,734,5251,Medium Risk,1.1,
C2747,56,96012,Pilsen,Credit Card,752,6605,Low Risk,1,
C2748,39,78518,Prague,Mortgage,674,8707,Medium Risk,0.9,
C2749,47,60299,Brno,Personal Loan,717,2770,Medium Risk,1,
C2750,63,82425,Ostrava,Credit Card,508,6330,High Risk,1.1,
C2751,68,78924,Pilsen,Mortgage,635,5003,Medium Risk,0.9,
C2752,68,97269,Prague,Personal Loan,818,3738,Low Risk,1,
C2753,61,113173,Brno,Credit Card,635,4226,Medium Risk,0.9,
C2754,50,88440,Ostrava,Mortgage,550,1847,High Risk,1,
C2755,60,81871,Pilsen,Personal Loan,626,1625,Medium Risk,1.1,
C2756,66,102120,Prague,Credit Card,837,9013,Low Risk,0.9,
C2757,27,49508,Brno,Mortgage,675,9015,Medium Risk,1,
C2758,65,106982,Ostrava,Personal Loan,816,1868,Low Risk,1.1,
C2759,53,80515,Pilsen,Credit Card,678,4146,Medium Risk,1.1,
C2760,59,113830,Prague,Mortgage,771,6413,Low Risk,1.1,
C2761,31,70737,Brno,Personal Loan,561,8795,High Risk,1,
C2762,33,62659,Ostrava,Credit Card,647,9592,Medium Risk,1.1,
C2763,57,106093,Pilsen,Mortgage,800,7298,Low Risk,0.9,
C2764,46,63455,Prague,Personal Loan,819,3805,Low Risk,1.1,
C2765,57,112320,Brno,Credit Card,666,1229,Medium Risk,1,
C2766,48,52610,Ostrava,Mortgage,541,5777,High Risk,1,
C2767,20,33286,Pilsen,Personal Loan,595,8944,High Risk,1.1,
C2768,39,88775,Prague,Credit Card,822,6479,Low Risk,0.9,
C2769,40,58932,Brno,Mortgage,692,6114,Medium Risk,1,
C2770,54,114148,Ostrava,Personal Loan,678,7719,Medium Risk,0.9,
C2771,30,52245,Pilsen,Credit Card,834,4455,Low Risk,1.1,
C2772,49,58381,Prague,Mortgage,608,8568,Medium Risk,1.1,
C2773,20,44479,Brno,Personal Loan,597,4379,High Risk,1,
C2774,55,85631,Ostrava,Credit Card,762,1449,Low Risk,1.1,
C2775,65,90927,Pilsen,Mortgage,623,3230,Medium Risk,1,
C2776,65,104409,Prague,Personal Loan,712,3222,Medium Risk,0.9,
C2777,35,71963,Brno,Credit Card,821,2678,Low Risk,1,
C2778,28,40868,Ostrava,Mortgage,718,9735,Medium Risk,0.9,
C2779,63,108272,Pilsen,Personal Loan,734,9549,Medium Risk,1,
C2780,36,75836,Prague,Credit Card,650,7803,Medium Risk,0.9,
C2781,56,77782,Brno,Mortgage,793,1564,Low Risk,1.1,
C2782,69,101566,Ostrava,Personal Loan,800,9947,Low Risk,1,
C2783,39,82439,Pilsen,Credit Card,610,9309,Medium Risk,0.9,
C2784,24,49844,Prague,Mortgage,508,9314,High Risk,1,
C2785,53,104965,Brno,Personal Loan,685,3746,Medium Risk,1.1,
C2786,53,83437,Ostrava,Credit Card,626,1180,Medium Risk,0.9,
C2787,58,80330,Pilsen,Mortgage,562,6323,High Risk,0.9,
C2788,57,77240,Prague,Personal Loan,568,1797,High Risk,1,
C2789,52,107281,Brno,Credit Card,506,1942,High Risk,1.1,
C2790,67,89546,Ostrava,Mortgage,600,1487,Medium Risk,0.9,
C2791,70,85362,Pilsen,Personal Loan,718,6739,Medium Risk,1.1,
C2792,57,94950,Prague,Credit Card,681,9613,Medium Risk,0.9,
C2793,42,61596,Brno,Mortgage,745,3918,Medium Risk,0.9,
C2794,22,36464,Ostrava,Personal Loan,584,7678,High Risk,1,
C2795,47,55825,Pilsen,Credit Card,793,4033,Low Risk,1.1,
C2796,52,108223,Prague,Mortgage,539,6253,High Risk,0.9,
C2797,26,39326,Brno,Personal Loan,757,6606,Low Risk,1,
C2798,65,106818,Ostrava,Credit Card,764,5465,Low Risk,1,
C2799,26,35999,Pilsen,Mortgage,583,2189,High Risk,0.9,
C2800,62,110213,Prague,Personal Loan,669,3044,Medium Risk,1,
C2801,66,83373,Brno,Credit Card,537,3135,High Risk,0.9,
C2802,33,76158,Ostrava,Mortgage,644,1738,Medium Risk,0.9,
C2803,62,99017,Pilsen,Personal Loan,795,6289,Low Risk,1,
C2804,47,85549,Prague,Credit Card,840,2602,Low Risk,1,
C2805,59,110929,Brno,Mortgage,564,3223,High Risk,1.1,
C2806,28,31173,Ostrava,Personal Loan,627,9984,Medium Risk,1.1,
C2807,41,62321,Pilsen,Credit Card,560,6272,High Risk,0.9,
C2808,60,102309,Prague,Mortgage,790,1443,Low Risk,1.1,
C2809,25,39435,Brno,Personal Loan,590,9920,High Risk,1,
C2810,67,77766,Ostrava,Credit Card,590,2786,High Risk,1,
C2811,27,42716,Pilsen,Mortgage,716,1389,Medium Risk,1.1,
C2812,30,57199,Prague,Personal Loan,798,8827,Low Risk,1.1,
C2813,50,63333,Brno,Credit Card,600,8080,Medium Risk,0.9,
C2814,30,66596,Ostrava,Mortgage,529,8165,High Risk,0.9,
C2815,35,55502,Pilsen,Personal Loan,683,7957,Medium Risk,1.1,
C2816,30,58419,Prague,Credit Card,655,7859,Medium Risk,1.1,
C2817,58,112771,Brno,Mortgage,728,2267,Medium Risk,0.9,
C2818,24,36686,Ostrava,Personal Loan,656,7455,Medium Risk,1.1,
C2819,31,70061,Pilsen,Credit Card,644,7085,Medium Risk,1,
C2820,66,82017,Prague,Mortgage,618,2461,Medium Risk,1,
C2821,28,48013,Brno,Personal Loan,568,6269,High Risk,0.9,
C2822,31,83177,Ostrava,Credit Card,641,1640,Medium Risk,1.1,
C2823,27,42681,Pilsen,Mortgage,602,6293,Medium Risk,0.9,
C2824,31,88785,Prague,Personal Loan,529,5265,High Risk,1.1,
C2825,64,84019,Brno,Credit Card,761,4987,Low Risk,0.9,
C2826,22,40144,Ostrava,Mortgage,675,3160,Medium Risk,1,
C2827,67,76016,Pilsen,Personal Loan,647,4150,Medium Risk,1,
C2828,63,118102,Prague,Credit Card,649,3473,Medium Risk,1.1,
C2829,37,83919,Brno,Mortgage,810,4917,Low Risk,1.1,
C2830,41,65869,Ostrava,Personal Loan,734,7266,Medium Risk,1.1,
C2831,51,113489,Pilsen,Credit Card,581,7747,High Risk,0.9,
C2832,24,34968,Prague,Mortgage,543,7519,High Risk,1,
C2833,37,56945,Brno,Personal Loan,839,6260,Low Risk,0.9,
C2834,43,85652,Ostrava,Credit Card,682,8848,Medium Risk,1,
C2835,38,66218,Pilsen,Mortgage,719,6091,Medium Risk,1,
C2836,41,88208,Prague,Personal Loan,740,2082,Medium Risk,1,
C2837,32,87022,Brno,Credit Card,571,8638,High Risk,0.9,
C2838,70,109257,Ostrava,Mortgage,687,2665,Medium Risk,1.1,
C2839,52,93208,Pilsen,Personal Loan,615,6236,Medium Risk,1,
C2840,50,69295,Prague,Credit Card,537,9253,High Risk,0.9,
C2841,70,118810,Brno,Mortgage,506,3137,High Risk,1,
C2842,25,39696,Ostrava,Personal Loan,716,2284,Medium Risk,1,
C2843,45,50088,Pilsen,Credit Card,732,9337,Medium Risk,1.1,
C2844,64,118544,Prague,Mortgage,722,8062,Medium Risk,1.1,
C2845,45,50297,Brno,Personal Loan,632,6071,Medium Risk,1.1,
C2846,64,86446,Ostrava,Credit Card,837,6870,Low Risk,1,
C2847,37,85835,Pilsen,Mortgage,722,7693,Medium Risk,0.9,
C2848,44,59845,Prague,Personal Loan,695,5690,Medium Risk,1.1,
C2849,50,54874,Brno,Credit Card,794,3385,Low Risk,0.9,
C2850,53,106329,Ostrava,Mortgage,706,2833,Medium Risk,0.9,
C2851,70,98839,Pilsen,Personal Loan,741,8176,Medium Risk,0.9,
C2852,52,108724,Prague,Credit Card,547,5405,High Risk,0.9,
C2853,51,111784,Brno,Mortgage,802,7035,Low Risk,1.1,
C2854,41,86690,Ostrava,Personal Loan,550,3404,High Risk,0.9,
C2855,30,50392,Pilsen,Credit Card,639,9007,Medium Risk,1,
C2856,38,87792,Prague,Mortgage,668,4055,Medium Risk,0.9,
C2857,35,60910,Brno,Personal Loan,530,7178,High Risk,1,
C2858,54,114719,Ostrava,Credit Card,800,1394,Low Risk,1,
C2859,49,75286,Pilsen,Mortgage,680,4016,Medium Risk,0.9,
C2860,30,56811,Prague,Personal Loan,543,1849,High Risk,1,
C2861,48,74217,Brno,Credit Card,731,6669,Medium Risk,1.1,
C2862,26,46799,Ostrava,Mortgage,666,1768,Medium Risk,1,
C2863,47,55891,Pilsen,Personal Loan,587,4832,High Risk,1,
C2864,66,75716,Prague,Credit Card,587,1205,High Risk,0.9,
C2865,65,118762,Brno,Mortgage,579,6843,High Risk,1,
C2866,29,40607,Ostrava,Personal Loan,844,5564,Low Risk,1,
C2867,50,66129,Pilsen,Credit Card,782,7812,Low Risk,1,
C2868,41,78135,Prague,Mortgage,502,2808,High Risk,1,
C2869,38,85307,Brno,Personal Loan,558,2658,High Risk,0.9,
C2870,53,106914,Ostrava,Credit Card,610,8506,Medium Risk,1.1,
C2871,22,33164,Pilsen,Mortgage,596,3893,High Risk,0.9,
C2872,61,90025,Prague,Personal Loan,502,3075,High Risk,1.1,
C2873,38,51568,Brno,Credit Card,686,5736,Medium Risk,1,
C2874,23,48283,Ostrava,Mortgage,576,7594,High Risk,1.1,
C2875,59,90837,Pilsen,Personal Loan,629,4246,Medium Risk,0.9,
C2876,57,102654,Prague,Credit Card,647,4101,Medium Risk,1.1,
C2877,53,79513,Brno,Mortgage,649,7932,Medium Risk,1.1,
C2878,21,30531,Ostrava,Personal Loan,681,4827,Medium Risk,0.9,
C2879,40,80772,Pilsen,Credit Card,697,3027,Medium Risk,0.9,
C2880,58,104804,Prague,Mortgage,714,9070,Medium Risk,0.9,
C2881,30,59175,Brno,Personal Loan,843,4589,Low Risk,0.9,
C2882,67,103655,Ostrava,Credit Card,554,1066,High Risk,1,
C2883,61,93950,Pilsen,Mortgage,519,9123,High Risk,0.9,
C2884,40,59311,Prague,Personal Loan,674,8925,Medium Risk,1.1,
